Claim_ID,Customer_Age,Gender,Policy_Type,Claim_Amount,Premium_Amount,Claim_History_Count,Previous_Fraud_Flag,Days_To_Report,Claim_Type,Risk_Label
CLM11009,89,Male,Life,122770.75,5573.21,0,0,33,Theft,High Risk
CLM11010,64,Female,Life,357190.2,10554.81,4,0,47,Natural Disaster,High Risk
CLM11011,60,Male,Vehicle,18589.25,793.8,3,0,17,Medical,Low Risk
CLM11012,33,Male,Property,63155.79,1889.66,1,0,58,Medical,High Risk
CLM11013,72,Male,Life,80238.91,3053.7,0,0,14,Accident,Low Risk
CLM11014,86,Female,Health,27665.8,2501.07,1,0,151,Medical,Low Risk
CLM11015,79,Female,Property,89750.64,1545.52,2,0,51,Theft,High Risk
CLM11016,77,Male,Health,1155.54,448.2,3,0,47,Medical,Low Risk
CLM11017,80,Male,Property,51986.03,1761.1,1,0,22,Natural Disaster,Low Risk
CLM11018,44,Female,Vehicle,1580.68,330.7,0,0,30,Accident,Low Risk
CLM11019,80,Male,Health,46497.58,3287.25,3,0,7,Medical,Low Risk
CLM11020,63,Male,Life,343766.02,30140.77,0,0,7,Accident,Low Risk
CLM11021,61,Male,Health,44886.91,3847.35,2,0,34,Accident,Low Risk
CLM11022,23,Male,Property,36798.66,1349.01,0,0,41,Theft,Low Risk
CLM11023,49,Female,Property,66630.96,6289.96,3,0,18,Accident,Low Risk
CLM11024,54,Male,Life,280083.09,26670.22,0,0,122,Medical,Low Risk
CLM11025,24,Female,Health,42069.8,2592.59,1,0,14,Accident,Low Risk
CLM11026,19,Female,Life,481747.82,24467.77,2,0,0,Accident,High Risk
CLM11027,45,Female,Vehicle,20937.56,1379.1,5,0,9,Natural Disaster,Low Risk
CLM11028,69,Female,Life,293424.06,10579.45,3,0,16,Theft,Low Risk
CLM11029,88,Female,Vehicle,8113.41,735.31,4,1,19,Medical,High Risk
CLM11030,24,Female,Property,72001.94,4877.71,1,1,12,Theft,High Risk
CLM11031,62,Female,Life,159485.87,12134.57,5,0,305,Medical,High Risk
CLM11032,72,Female,Vehicle,11750.61,589.72,0,0,47,Natural Disaster,Low Risk
CLM11033,66,Female,Life,346718.83,13751.09,0,0,290,Accident,High Risk
CLM11034,21,Male,Property,28020.94,2184.44,1,0,58,Accident,Low Risk
CLM11035,50,Female,Property,39594.52,3835.98,1,0,50,Medical,Low Risk
CLM11036,28,Female,Property,51747.43,2696.71,0,0,55,Natural Disaster,Low Risk
CLM11037,59,Female,Vehicle,17175.18,1340.2,1,0,45,Accident,Low Risk
CLM11038,34,Female,Life,470541.64,46469.02,0,0,16,Accident,Low Risk
CLM11039,22,Male,Property,24215.95,810.74,0,0,12,Theft,Low Risk
CLM11040,51,Female,Health,45931.96,3769.97,0,0,19,Theft,Low Risk
CLM11041,78,Female,Health,35656.13,2690.44,2,0,59,Accident,Low Risk
CLM11042,39,Female,Health,42024.76,1149.83,5,1,43,Natural Disaster,High Risk
CLM11043,42,Male,Property,84154.9,6516.81,3,0,7,Theft,High Risk
CLM11044,21,Female,Property,95690.56,2443.22,1,1,58,Theft,High Risk
CLM11045,38,Male,Property,96358.34,6142.89,0,0,5,Medical,Low Risk
CLM11046,89,Female,Life,262115.65,23329.08,0,0,6,Theft,Low Risk
CLM11047,22,Male,Life,252183.12,9180.05,2,0,18,Theft,Low Risk
CLM11048,73,Male,Life,98665.67,5618.67,5,1,44,Medical,High Risk
CLM11049,24,Female,Vehicle,27396.43,1303.69,1,0,50,Accident,Low Risk
CLM11050,69,Female,Life,144760.64,9575.7,1,0,230,Accident,High Risk
CLM11051,50,Male,Health,25236.28,1034.46,3,0,41,Medical,Low Risk
CLM11052,21,Female,Life,235301.91,12652.75,3,0,10,Medical,High Risk
CLM11053,61,Female,Vehicle,2746.39,404.81,1,0,29,Medical,Low Risk
CLM11054,37,Male,Vehicle,25199.74,1536.04,3,0,54,Medical,Low Risk
CLM11055,24,Female,Health,29980.08,2907.99,0,0,8,Theft,Low Risk
CLM11056,66,Female,Property,83447.05,3937.78,5,1,31,Medical,High Risk
CLM11057,83,Female,Health,26659.95,1672.76,3,0,57,Theft,High Risk
CLM11058,72,Female,Vehicle,5074.42,493.2,0,0,57,Theft,Low Risk
CLM11059,75,Female,Vehicle,23004.43,1611.88,1,0,239,Theft,Low Risk
CLM11060,42,Male,Vehicle,20155.44,1756.2,1,0,31,Natural Disaster,Low Risk
CLM11061,23,Male,Property,92164.21,5757.31,0,0,9,Natural Disaster,High Risk
CLM11062,79,Male,Vehicle,11352.53,1007.65,5,0,54,Accident,High Risk
CLM11063,64,Male,Vehicle,2465.09,301.05,2,1,3,Accident,High Risk
CLM11064,87,Male,Property,51482.56,1505.84,1,0,12,Theft,High Risk
CLM11065,55,Male,Vehicle,21173.57,2358.09,0,0,43,Theft,Low Risk
CLM11066,49,Female,Health,2131.19,408.74,3,0,9,Accident,Low Risk
CLM11067,39,Male,Health,32908.42,1117.59,0,0,48,Medical,Low Risk
CLM11068,61,Male,Vehicle,2320.95,398.37,1,0,29,Natural Disaster,Low Risk
CLM11069,53,Male,Life,396246.5,8123.2,2,0,183,Natural Disaster,Low Risk
CLM11070,32,Male,Life,365084.4,31192.6,5,0,5,Natural Disaster,High Risk
CLM11071,84,Male,Property,7290.62,969.76,1,0,2,Accident,Low Risk
CLM11072,61,Male,Life,467697.56,27337.38,1,0,46,Accident,High Risk
CLM11073,82,Female,Vehicle,15742.07,1185.49,2,0,5,Medical,Low Risk
CLM11074,38,Female,Vehicle,27099.52,2443.81,2,0,48,Theft,Low Risk
CLM11075,39,Male,Property,82168.13,2415.67,1,0,31,Natural Disaster,Low Risk
CLM11076,46,Female,Health,47997.42,1122.24,4,1,9,Theft,High Risk
CLM11077,68,Female,Property,13167.5,1518.29,4,0,51,Natural Disaster,Low Risk
CLM11078,33,Male,Health,2508.54,650.68,2,0,7,Natural Disaster,Low Risk
CLM11079,72,Male,Vehicle,18621.08,626.09,1,0,5,Accident,Low Risk
CLM11080,22,Female,Life,473513.15,14671.21,1,0,272,Natural Disaster,Low Risk
CLM11081,45,Female,Vehicle,5104.92,741.88,0,0,231,Accident,Low Risk
CLM11082,67,Female,Vehicle,13797.35,480.05,2,0,7,Theft,Low Risk
CLM11083,46,Male,Property,42419.04,1926.36,3,0,50,Natural Disaster,Low Risk
CLM11084,28,Female,Vehicle,20457.81,540.95,1,0,27,Accident,Low Risk
CLM11085,79,Female,Vehicle,18274.74,2272.97,1,1,29,Accident,High Risk
CLM11086,49,Male,Health,20591.79,697.44,1,0,29,Natural Disaster,Low Risk
CLM11087,71,Female,Vehicle,16453.82,1693.88,2,0,26,Natural Disaster,Low Risk
CLM11088,52,Male,Life,417535.38,32990.48,0,0,37,Medical,Low Risk
CLM11089,39,Male,Health,24279.54,1173.39,0,0,8,Accident,Low Risk
CLM11090,71,Male,Vehicle,13552.68,696.03,0,1,19,Accident,High Risk
CLM11091,38,Male,Life,381508.64,14147.15,0,0,34,Natural Disaster,Low Risk
CLM11092,80,Male,Property,94973.32,6434.78,0,1,40,Natural Disaster,High Risk
CLM11093,63,Female,Property,29883.28,2620.97,0,0,25,Natural Disaster,Low Risk
CLM11094,35,Male,Property,43334.66,2155.67,0,0,19,Natural Disaster,Low Risk
CLM11095,82,Female,Health,48252.55,2598.79,0,0,26,Natural Disaster,Low Risk
CLM11096,89,Female,Vehicle,23306.42,1536.0,0,0,192,Accident,Low Risk
CLM11097,43,Female,Life,172704.67,5145.21,2,0,1,Accident,Low Risk
CLM11098,27,Female,Vehicle,20970.25,1035.12,0,0,30,Theft,Low Risk
CLM11099,39,Male,Life,107024.75,8338.59,1,0,38,Theft,High Risk
CLM11100,58,Female,Property,84758.84,5526.97,1,0,19,Theft,Low Risk
CLM11101,58,Male,Health,5305.45,711.43,1,0,2,Theft,Low Risk
CLM11102,50,Female,Property,55358.41,4941.47,0,0,3,Theft,Low Risk
CLM11103,82,Female,Life,273128.01,26058.49,2,0,50,Natural Disaster,Low Risk
CLM11104,84,Male,Vehicle,17071.62,1521.45,2,0,49,Medical,Low Risk
CLM11105,31,Female,Life,240661.92,9521.39,3,0,27,Medical,Low Risk
CLM11106,26,Female,Vehicle,28010.9,2207.77,1,0,259,Accident,Low Risk
CLM11107,59,Female,Life,324440.93,24672.27,3,0,27,Accident,High Risk
CLM11108,73,Male,Life,231229.57,9719.67,2,0,52,Accident,High Risk
CLM11109,27,Male,Life,484313.32,26333.16,1,0,48,Medical,Low Risk
CLM11110,32,Female,Property,56635.77,5304.1,0,0,38,Natural Disaster,High Risk
CLM11111,46,Female,Vehicle,19203.31,997.69,2,0,35,Medical,Low Risk
CLM11112,48,Female,Vehicle,17541.2,1513.9,3,0,48,Theft,Low Risk
CLM11113,21,Female,Vehicle,16856.83,1532.31,1,0,57,Accident,Low Risk
CLM11114,67,Male,Life,69350.97,1899.6,1,0,8,Theft,Low Risk
CLM11115,54,Female,Property,83056.43,2184.12,1,0,92,Medical,High Risk
CLM11116,60,Male,Vehicle,1113.95,200.9,2,0,6,Natural Disaster,Low Risk
CLM11117,52,Female,Health,47448.93,3138.88,1,0,25,Natural Disaster,Low Risk
CLM11118,86,Male,Vehicle,20249.24,1075.17,2,0,28,Theft,Low Risk
CLM11119,81,Female,Property,53923.08,1359.73,2,0,39,Natural Disaster,Low Risk
CLM11120,51,Male,Health,44671.87,3478.33,0,0,34,Medical,Low Risk
CLM11121,49,Male,Vehicle,23787.68,1040.89,4,0,148,Theft,High Risk
CLM11122,56,Female,Health,23460.47,1105.2,1,0,7,Natural Disaster,Low Risk
CLM11123,79,Male,Health,31071.9,2347.35,1,0,53,Natural Disaster,Low Risk
CLM11124,53,Male,Life,178783.81,6097.45,1,0,28,Theft,Low Risk
CLM11125,77,Female,Property,99868.09,7076.03,2,0,50,Accident,High Risk
CLM11126,68,Male,Health,2395.71,613.85,5,0,53,Accident,Low Risk
CLM11127,83,Female,Vehicle,6752.34,735.34,3,0,43,Natural Disaster,High Risk
CLM11128,79,Female,Vehicle,9108.24,967.81,4,0,30,Natural Disaster,Low Risk
CLM11129,39,Female,Property,67806.2,2961.66,1,0,32,Medical,Low Risk
CLM11130,34,Female,Vehicle,17270.53,976.97,2,0,52,Medical,Low Risk
CLM11131,84,Female,Vehicle,1544.75,328.2,3,0,0,Theft,Low Risk
CLM11132,80,Male,Health,24286.15,1608.46,1,0,55,Natural Disaster,Low Risk
CLM11133,82,Female,Property,99470.95,1502.56,3,0,38,Medical,High Risk
CLM11134,62,Female,Life,389512.16,24810.69,3,0,46,Accident,High Risk
CLM11135,60,Male,Life,244272.6,16584.83,0,1,16,Medical,High Risk
CLM11136,32,Female,Vehicle,5386.06,510.3,0,1,52,Medical,High Risk
CLM11137,37,Female,Life,370486.28,7254.87,2,0,29,Accident,Low Risk
CLM11138,34,Female,Vehicle,22250.3,1678.57,2,0,1,Medical,Low Risk
CLM11139,57,Male,Vehicle,29801.95,3112.2,2,0,35,Theft,Low Risk
CLM11140,40,Male,Vehicle,6623.91,358.83,1,0,20,Medical,Low Risk
CLM11141,55,Male,Life,459282.79,12806.45,0,0,45,Natural Disaster,Low Risk
CLM11142,75,Female,Vehicle,14392.39,1873.7,2,0,4,Theft,Low Risk
CLM11143,49,Male,Vehicle,13366.78,1011.9,1,1,5,Natural Disaster,High Risk
CLM11144,25,Male,Life,450187.13,40590.08,1,0,39,Natural Disaster,High Risk
CLM11145,78,Male,Health,35665.28,2229.57,5,0,28,Theft,High Risk
CLM11146,37,Female,Property,50045.22,2721.04,0,0,32,Accident,Low Risk
CLM11147,26,Male,Health,12948.12,800.76,0,0,14,Accident,Low Risk
CLM11148,72,Male,Health,12799.37,950.74,1,0,305,Accident,Low Risk
CLM11149,56,Male,Property,99577.07,7733.45,0,0,28,Medical,High Risk
CLM11150,65,Female,Vehicle,4779.52,216.38,1,0,37,Accident,Low Risk
CLM11151,73,Male,Life,317125.95,18353.09,3,0,12,Medical,High Risk
CLM11152,86,Female,Vehicle,13066.04,534.27,0,0,32,Theft,Low Risk
CLM11153,61,Female,Health,8662.31,727.68,0,0,2,Accident,Low Risk
CLM11154,27,Female,Health,26039.23,2889.07,3,0,3,Accident,Low Risk
CLM11155,66,Male,Vehicle,8136.87,1028.06,0,0,16,Theft,Low Risk
CLM11156,86,Female,Health,40567.62,2988.92,0,0,53,Medical,Low Risk
CLM11157,22,Male,Health,42049.2,3361.1,0,0,38,Theft,Low Risk
CLM11158,42,Female,Vehicle,26877.82,2301.66,0,0,40,Theft,Low Risk
CLM11159,60,Male,Vehicle,24813.12,1199.74,0,0,22,Theft,Low Risk
CLM11160,19,Female,Vehicle,12606.35,1222.59,5,1,283,Theft,High Risk
CLM11161,18,Female,Property,25592.57,585.37,2,0,22,Theft,Low Risk
CLM11162,49,Male,Property,85218.53,4719.42,0,0,47,Theft,Low Risk
CLM11163,35,Male,Property,90418.8,7121.0,1,0,35,Theft,Low Risk
CLM11164,39,Female,Vehicle,23996.82,1848.52,4,0,17,Natural Disaster,Low Risk
CLM11165,56,Male,Health,20811.31,2023.36,1,1,277,Natural Disaster,Low Risk
CLM11166,34,Male,Vehicle,7120.11,334.4,1,0,9,Accident,Low Risk
CLM11167,52,Female,Health,10139.04,712.31,2,0,20,Theft,Low Risk
CLM11168,18,Female,Life,244060.61,17745.62,3,0,41,Medical,High Risk
CLM11169,67,Male,Vehicle,14718.02,1625.19,2,0,5,Accident,Low Risk
CLM11170,36,Male,Life,283084.23,8931.79,1,0,33,Accident,Low Risk
CLM11171,55,Male,Property,77471.27,5154.77,3,0,9,Theft,High Risk
CLM11172,38,Male,Health,23204.68,1041.36,2,0,5,Accident,Low Risk
CLM11173,45,Male,Vehicle,3251.79,308.74,0,0,2,Theft,Low Risk
CLM11174,78,Female,Health,19467.86,475.72,0,0,38,Theft,Low Risk
CLM11175,76,Male,Life,67099.03,4621.64,0,0,21,Theft,Low Risk
CLM11176,54,Male,Property,72841.55,5681.74,1,0,6,Theft,Low Risk
CLM11177,21,Female,Life,412558.15,10343.56,2,0,32,Accident,High Risk
CLM11178,45,Male,Life,442466.09,39217.35,3,0,48,Theft,High Risk
CLM11179,73,Male,Vehicle,13843.24,1123.33,0,0,233,Medical,Low Risk
CLM11180,84,Male,Property,49233.78,2762.76,3,0,28,Medical,Low Risk
CLM11181,28,Female,Life,397314.4,36325.78,5,1,13,Accident,High Risk
CLM11182,21,Male,Property,53517.76,1278.24,0,0,2,Natural Disaster,Low Risk
CLM11183,71,Female,Life,290078.86,24891.45,1,0,54,Accident,High Risk
CLM11184,82,Male,Vehicle,11534.14,896.93,4,0,328,Theft,High Risk
CLM11185,68,Female,Property,74221.02,5549.78,0,0,5,Theft,Low Risk
CLM11186,84,Female,Vehicle,21356.65,1439.53,5,0,29,Natural Disaster,Low Risk
CLM11187,44,Female,Life,481410.79,12671.38,1,0,21,Theft,Low Risk
CLM11188,33,Male,Health,21563.08,684.14,5,0,254,Medical,High Risk
CLM11189,70,Male,Property,14842.37,456.76,0,0,0,Natural Disaster,Low Risk
CLM11190,56,Male,Property,97461.61,4482.98,4,1,32,Medical,High Risk
CLM11191,88,Male,Life,227110.02,12564.74,1,0,10,Medical,Low Risk
CLM11192,37,Male,Health,30825.75,1164.0,0,0,39,Accident,Low Risk
CLM11193,65,Female,Health,37795.49,981.27,1,0,38,Accident,Low Risk
CLM11194,32,Female,Vehicle,14227.06,807.85,1,0,7,Natural Disaster,Low Risk
CLM11195,58,Male,Life,212052.97,13736.26,1,0,16,Accident,Low Risk
CLM11196,76,Female,Vehicle,29962.26,610.42,0,0,4,Natural Disaster,Low Risk
CLM11197,80,Female,Vehicle,6178.03,503.77,2,0,56,Accident,Low Risk
CLM11198,41,Male,Life,355566.72,30471.24,1,0,10,Natural Disaster,Low Risk
CLM11199,64,Male,Life,199260.61,5445.27,3,0,22,Natural Disaster,High Risk
